,도로명,열선,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,도로폭,도로규모,행정구역,고도의_차이,경사각,최근접_시설들_거리,최근접_시설의_평균거리,2019_평균_온도,2020_평균_온도,2021_평균_온도,2022_평균_온도,2023_평균_온도,2024_평균_온도,종합_평균_기온,행정동,생활인구,최근접_시설들_최소거리,최근접_시설들_최대거리,점수
6314,동일로60길,0,주거지 도로,37.5578199,127.0756811,37.5576139,127.0762052,37.5577169,127.0759432,51.56567848,6m미만,소로,광진구,0.1199359893798899,0.133263510268142,"211.15508560038052 ,238.33204959300187 ,235.30759021775336 ,276.0498383355653 ,319.8275021191904",256.1344131731783,4.703201564000016,1.4764767500000364,-4.41402498399998,-1.214929165000001,-7.5579197799999775,-2.92650267999998,-1.655616,군자동,582292.51772,211.1550856003805,319.8275021191904,0.002274589
6072,동일로60길,0,주거지 도로,37.5576139,127.0762052,37.5578199,127.0756811,37.5577169,127.0759432,51.56567848,6m미만,소로,광진구,0.1199359893798899,0.133263510268142,"211.15508560038052 ,238.33204959300187 ,235.30759021775336 ,276.0498383355653 ,319.8275021191904",256.1344131731783,4.703201564000016,1.4764767500000364,-4.41402498399998,-1.214929165000001,-7.5579197799999775,-2.92650267999998,-1.655616,군자동,582292.51772,211.1550856003805,319.8275021191904,0.002274589
3462,자양로15길,0,주거지 도로,37.5341383,127.077732,37.5342947,127.0779889,37.5342165,127.0778605,28.55839767,6m미만,소로,광진구,0.3186416625976598,0.6392547263747553,"143.3756536772043 ,167.86536015572682 ,167.86536015572682 ,167.86536015572682 ,145.9366889352683",158.5816846159306,5.000569304000021,1.4400178700000197,-2.32219674399999,-2.152662951999969,-3.947807055999988,-2.9470107999999726,-0.821515,자양1동,598211.9410745455,143.3756536772043,167.86536015572682,0.0022725877
3478,자양로15길,0,주거지 도로,37.5342947,127.0779889,37.5341383,127.077732,37.5342165,127.0778605,28.55839767,6m미만,소로,광진구,0.3186416625976598,0.6392547263747553,"143.3756536772043 ,167.86536015572682 ,167.86536015572682 ,167.86536015572682 ,145.9366889352683",158.5816846159306,5.000569304000021,1.4400178700000197,-2.32219674399999,-2.152662951999969,-3.947807055999988,-2.9470107999999726,-0.821515,자양1동,598211.9410745455,143.3756536772043,167.86536015572682,0.0022725877
5367,천호대로127길,0,주거지 도로,37.5539684,127.0914234,37.5543393,127.0909009,37.55415385,127.0911622,61.82589022,6m미만,소로,광진구,1.5710105895996094,1.455588226359389,"107.92563245297187 ,140.10735283971601 ,161.51830805942282 ,161.51830805942282 ,161.51830805942282",146.51758189419127,4.979377580000016,1.2685472000000289,-2.527961547999985,-4.321054839999988,-4.462560867999992,-2.559635199999974,-1.270548,중곡4동,571703.5397563636,107.92563245297188,161.51830805942282,0.0022698627
5361,천호대로127길,0,주거지 도로,37.5543393,127.0909009,37.5539684,127.0914234,37.55415385,127.0911622,61.82589022,6m미만,소로,광진구,1.5710105895996094,1.455588226359389,"107.92563245297187 ,140.10735283971601 ,161.51830805942282 ,161.51830805942282 ,161.51830805942282",146.51758189419127,4.979377580000016,1.2685472000000289,-2.527961547999985,-4.321054839999988,-4.462560867999992,-2.559635199999974,-1.270548,중곡4동,571703.5397563636,107.92563245297188,161.51830805942282,0.0022698627
2658,자양로22길,0,주거지 도로,37.5398403,127.0878445,37.5398811,127.0884729,37.5398607,127.0881587,55.5913802,6m미만,소로,광진구,0.2420902252197301,0.2495113456029863,"34.47959100439757 ,107.55060482584156 ,153.64516713507012 ,171.2014519654542 ,145.3260202802375",122.44056704220016,4.228096784000025,0.8156595500000113,-3.1678148919999787,-4.604066895999972,-5.04020624799997,-3.0153711999999806,-1.797284,구의1동,525582.6877527273,34.47959100439757,171.2014519654542,0.0022697581
3782,자양로22길,0,주거지 도로,37.5398811,127.0884729,37.5398403,127.0878445,37.5398607,127.0881587,55.5913802,6m미만,소로,광진구,0.2420902252197301,0.2495113456029863,"34.47959100439757 ,107.55060482584156 ,153.64516713507012 ,171.2014519654542 ,145.3260202802375",122.44056704220016,4.228096784000025,0.8156595500000113,-3.1678148919999787,-4.604066895999972,-5.04020624799997,-3.0153711999999806,-1.797284,구의1동,525582.6877527273,34.47959100439757,171.2014519654542,0.0022697581
2557,동일로60길,0,주거지 도로,37.5571484,127.0759241,37.5572164,127.0759635,37.5571824,127.0759438,8.320761081,6m미만,소로,광진구,0.012874603271479,0.0886530542735557,"151.827061416562 ,201.18429974895255 ,208.31121429427202 ,328.91120035862133 ,326.64411379867374",243.3755779234163,4.87683698000003,1.554521540000015,-4.385313615999985,-1.4251373949999788,-7.391291304999989,-2.809150659999981,-1.596589,군자동,582292.51772,151.827061416562,328.91120035862133,0.0022682757
6069,동일로60길,0,주거지 도로,37.5572164,127.0759635,37.5571484,127.0759241,37.5571824,127.0759438,8.320761081,6m미만,소로,광진구,0.012874603271479,0.0886530542735557,"151.827061416562 ,201.18429974895255 ,208.31121429427202 ,328.91120035862133 ,326.64411379867374",243.3755779234163,4.87683698000003,1.554521540000015,-4.385313615999985,-1.4251373949999788,-7.391291304999989,-2.809150659999981,-1.596589,군자동,582292.51772,151.827061416562,328.91120035862133,0.0022682757
3475,뚝섬로47길,0,주거지 도로,37.5342637,127.0792632,37.534364,127.0787722,37.53431385,127.0790177,50.94334846,6m미만,소로,광진구,0.3215827941894602,0.4121190116233245,"78.14076120348749 ,173.2880397339768 ,202.1479752892857 ,202.1479752892857 ,202.1479752892857",171.57454536106428,4.975959560000012,1.4326121600000192,-2.456866731999974,-1.8997294719999671,-3.896536755999989,-3.1953869199999807,-0.839991,자양1동,598211.9410745455,78.14076120348749,202.1479752892857,0.0022682077
3485,뚝섬로47길,0,주거지 도로,37.534364,127.0787722,37.5342637,127.0792632,37.53431385,127.0790177,50.94334846,6m미만,소로,광진구,0.3215827941894602,0.4121190116233245,"78.14076120348749 ,173.2880397339768 ,202.1479752892857 ,202.1479752892857 ,202.1479752892857",171.57454536106428,4.975959560000012,1.4326121600000192,-2.456866731999974,-1.8997294719999671,-3.896536755999989,-3.1953869199999807,-0.839991,자양1동,598211.9410745455,78.14076120348749,202.1479752892857,0.0022682077
2336,능동로3길,0,주거지 도로,37.5347812,127.0636198,37.5351598,127.0633945,37.5349705,127.0635072,46.55037302,6m미만,소로,광진구,0.0446357727050799,0.0549392852140929,"83.2660344302466 ,94.39024096647731 ,121.73000640675855 ,146.75860114113075 ,179.01231706903218",125.03144000272908,5.442177488000027,1.4240671100000195,-2.735093559999984,-1.1986935699999748,-6.600019674999984,-3.039867009999976,-1.117905,자양4동,627107.2152381819,83.2660344302466,179.01231706903218,0.0022677223
2338,뚝섬로22가길,0,주거지 도로,37.5351598,127.0633945,37.5347812,127.0636198,37.5349705,127.0635072,46.55037302,6m미만,소로,광진구,0.0446357727050799,0.0549392852140929,"83.2660344302466 ,94.39024096647731 ,121.73000640675855 ,146.75860114113075 ,179.01231706903218",125.03144000272908,5.442177488000027,1.4240671100000195,-2.735093559999984,-1.1986935699999748,-6.600019674999984,-3.039867009999976,-1.117905,자양4동,627107.2152381819,83.2660344302466,179.01231706903218,0.0022677223
5568,아차산로21길,0,주거지 도로,37.5439162,127.0658849,37.542473,127.0650755,37.5431946,127.0654802,175.6337886,6m미만,소로,광진구,0.1782808303833007,0.0581612317103333,"63.57427467580754 ,295.1883039325819 ,301.75351212062367 ,301.95356604568235 ,261.6676214224289",244.82745563942484,5.52352636400002,1.711180790000024,-4.673110899999983,-0.0690379599999886,-6.50944214499998,-2.044083849999969,-1.010161,화양동,933033.0985672728,63.57427467580754,301.95356604568235,0.002266082
1096,자양번영로,0,3차로,37.5316065,127.0752045,37.532309,127.0754276,37.53195775,127.075316,80.55371368,폭10-12m,소로1류,광진구,0.5126943588256907,0.3646618691462612,"80.66709023160399 ,104.82568909112787 ,104.84794866029615 ,104.84794866029615 ,105.50062049897701",100.13785942846025,4.736698160000015,1.309563440000015,-3.202678695999976,-1.7787315639999748,-7.068288414999984,-2.6992043499999645,-1.45044,자양2동,504804.4805581818,80.66709023160399,105.500620498977,0.002263623
5707,아차산로33길,0,주거지 도로,37.5431696,127.0711998,37.5436742,127.0706882,37.5434219,127.070944,71.99121706,6m미만,소로,광진구,0.3317594528198206,0.2640364968396419,"242.08491198133302 ,310.09396750810384 ,285.26666849865234 ,337.73558961251365 ,399.71842155686704",314.97991183149395,6.022557284000004,2.771336660000022,-2.791149087999986,-3.448605234999988,-6.573530019999978,-1.2305950899999896,-0.874998,화양동,933033.0985672728,242.08491198133305,399.71842155686704,0.0022550463
5723,아차산로33길,0,주거지 도로,37.5436742,127.0706882,37.5431696,127.0711998,37.5434219,127.070944,71.99121706,6m미만,소로,광진구,0.3317594528198206,0.2640364968396419,"242.08491198133302 ,310.09396750810384 ,285.26666849865234 ,337.73558961251365 ,399.71842155686704",314.97991183149395,6.022557284000004,2.771336660000022,-2.791149087999986,-3.448605234999988,-6.573530019999978,-1.2305950899999896,-0.874998,화양동,933033.0985672728,242.08491198133305,399.71842155686704,0.0022550463
3159,뚝섬로40길,0,주거지 도로,37.530815,127.0723148,37.5312169,127.0718791,37.53101595,127.072097,59.7588975,6m미만,소로,광진구,0.0967264175415092,0.0940373414172541,"13.027212156515796 ,84.77418031873559 ,192.15214507211846 ,201.54803641924278 ,248.17869117939503",147.93605302920153,5.034749504000013,1.3693787900000227,-2.836950555999988,-1.2858530799999812,-7.064015889999972,-2.8450398699999746,-1.271289,자양3동,619954.473070909,13.027212156515796,248.17869117939503,0.0022532116
3189,뚝섬로40길,0,주거지 도로,37.5312169,127.0718791,37.530815,127.0723148,37.53101595,127.072097,59.7588975,6m미만,소로,광진구,0.0967264175415092,0.0940373414172541,"13.027212156515796 ,84.77418031873559 ,192.15214507211846 ,201.54803641924278 ,248.17869117939503",147.93605302920153,5.034749504000013,1.3693787900000227,-2.836950555999988,-1.2858530799999812,-7.064015889999972,-2.8450398699999746,-1.271289,자양3동,619954.473070909,13.027212156515796,248.17869117939503,0.0022532116
1624,아차산로,0,주거지 도로,37.5382171,127.0868702,37.5376761,127.0871678,37.5379466,127.087019,73.22817917,6m미만,소로,광진구,0.3344135284423792,0.2919431717599559,"50.13834998647467 ,128.97685122944 ,155.556799733667 ,177.85039542346013 ,195.33907888368813",141.57229505134598,4.508374423999999,1.3454526500000177,-1.955101395999964,-4.294394283999975,-6.509954847999978,-5.068461879999982,-1.995681,구의1동,525582.6877527273,50.13834998647467,195.33907888368813,0.0022491629
1621,아차산로,0,주거지 도로,37.5376761,127.0871678,37.5382171,127.0868702,37.5379466,127.087019,73.22817917,6m미만,소로,광진구,0.3344135284423792,0.2919431717599559,"50.13834998647467 ,128.97685122944 ,155.556799733667 ,177.85039542346013 ,195.33907888368813",141.57229505134598,4.508374423999999,1.3454526500000177,-1.955101395999964,-4.294394283999975,-6.509954847999978,-5.068461879999982,-1.995681,구의1동,525582.6877527273,50.13834998647467,195.33907888368813,0.0022491629
5911,동일로38길,0,주거지 도로,37.5512983,127.0703778,37.5514729,127.070474,37.5513856,127.0704259,21.18608475,6m미만,소로,광진구,0.2218151092529297,0.5998570922922893,"41.00460977558884 ,110.71365569200606 ,107.99488353638091 ,107.99488353638091 ,107.99488353638091",95.14058321534752,5.068929704000015,1.383050870000024,-4.78453835199997,-3.128165859999981,-7.200736689999985,-2.4741846999999715,-1.855941,군자동,582292.51772,41.00460977558884,110.71365569200606,0.0022487135
5908,동일로38길,0,주거지 도로,37.5514729,127.070474,37.5512983,127.0703778,37.5513856,127.0704259,21.18608475,6m미만,소로,광진구,0.2218151092529297,0.5998570922922893,"41.00460977558884 ,110.71365569200606 ,107.99488353638091 ,107.99488353638091 ,107.99488353638091",95.14058321534752,5.068929704000015,1.383050870000024,-4.78453835199997,-3.128165859999981,-7.200736689999985,-2.4741846999999715,-1.855941,군자동,582292.51772,41.00460977558884,110.71365569200606,0.0022487135
2112,뚝섬로23가길,0,주거지 도로,37.537513,127.0654288,37.5371994,127.0654051,37.5373562,127.0654169,34.93333661,6m미만,소로,광진구,0.1534337997436488,0.2516526018291104,"147.22798156372562 ,181.3792935825039 ,157.04138927835575 ,255.69219010262506 ,236.73838992146082",195.61584888973425,5.529678800000011,1.8319508300000205,-3.339399495999976,-0.8286929049999685,-6.036046374999998,-2.0896574499999665,-0.822028,자양4동,627107.2152381819,147.22798156372562,255.69219010262503,0.0022451216
4819,뚝섬로23가길,0,주거지 도로,37.5371994,127.0654051,37.537513,127.0654288,37.5373562,127.0654169,34.93333661,6m미만,소로,광진구,0.1534337997436488,0.2516526018291104,"147.22798156372562 ,181.3792935825039 ,157.04138927835575 ,255.69219010262506 ,236.73838992146082",195.61584888973425,5.529678800000011,1.8319508300000205,-3.339399495999976,-0.8286929049999685,-6.036046374999998,-2.0896574499999665,-0.822028,자양4동,627107.2152381819,147.22798156372562,255.69219010262503,0.0022451216
6003,군자로15길,0,주거지 도로,37.5546181,127.0735574,37.5540092,127.0734303,37.55431365,127.0734939,68.67842755,6m미만,소로,광진구,1.2959499359130895,1.0818370581082262,"76.03081692800495 ,155.09663962919265 ,156.9102815388226 ,199.21853735511775 ,225.75040305663185",162.60133570155398,5.420985764000011,2.043868070000021,-3.875345031999984,-1.9720205949999752,-6.817063944999973,-2.314107429999978,-1.252281,군자동,582292.51772,76.03081692800495,225.75040305663185,0.002244606
6025,군자로15길,0,주거지 도로,37.5540092,127.0734303,37.5546181,127.0735574,37.55431365,127.0734939,68.67842755,6m미만,소로,광진구,1.2959499359130895,1.0818370581082262,"76.03081692800495 ,155.09663962919265 ,156.9102815388226 ,199.21853735511775 ,225.75040305663185",162.60133570155398,5.420985764000011,2.043868070000021,-3.875345031999984,-1.9720205949999752,-6.817063944999973,-2.314107429999978,-1.252281,군자동,582292.51772,76.03081692800495,225.75040305663185,0.002244606
3349,뚝섬로49길,0,주거지 도로,37.532705,127.078574,37.5325853,127.0785211,37.53264515,127.0785475,14.10376962,6m미만,소로,광진구,0.1025314331054687,0.4165214941635868,"47.47370552326467 ,51.98409076668125 ,53.8105684853609 ,53.8105684853609 ,53.8105684853609",52.17790034920572,4.862481296000032,1.482743120000028,-2.463019167999972,-2.514289467999981,-3.757765143999973,-2.796617919999965,-0.864411,자양1동,598211.9410745455,47.47370552326467,53.8105684853609,0.0022392566
2305,뚝섬로49길,0,주거지 도로,37.5325853,127.0785211,37.532705,127.078574,37.53264515,127.0785475,14.10376962,6m미만,소로,광진구,0.1025314331054687,0.4165214941635868,"47.47370552326467 ,51.98409076668125 ,53.8105684853609 ,53.8105684853609 ,53.8105684853609",52.17790034920572,4.862481296000032,1.482743120000028,-2.463019167999972,-2.514289467999981,-3.757765143999973,-2.796617919999965,-0.864411,자양1동,598211.9410745455,47.47370552326467,53.8105684853609,0.0022392566
2643,구의로3길,0,주거지 도로,37.5401373,127.0888259,37.5399534,127.0895584,37.54004535,127.0891922,74.07326347,6m미만,소로,광진구,0.5474681854248011,0.4630206423432467,"68.89978465175665 ,150.84861740270648 ,160.15994283008237 ,145.4289138036895 ,211.38979923231403",147.3454115841098,3.307282196000017,0.1388915900000237,-3.940971015999969,-5.090792943999975,-5.523514275999981,-3.778728999999989,-2.481306,구의1동,525582.6877527273,68.89978465175665,211.38979923231403,0.0022329765
1538,구의로3길,0,주거지 도로,37.5399534,127.0895584,37.5401373,127.0888259,37.54004535,127.0891922,74.07326347,6m미만,소로,광진구,0.5474681854248011,0.4630206423432467,"68.89978465175665 ,150.84861740270648 ,160.15994283008237 ,145.4289138036895 ,211.38979923231403",147.3454115841098,3.307282196000017,0.1388915900000237,-3.940971015999969,-5.090792943999975,-5.523514275999981,-3.778728999999989,-2.481306,구의1동,525582.6877527273,68.89978465175665,211.38979923231403,0.0022329765
4331,영화사로3길,0,주거지 도로,37.5582083,127.0915819,37.5586107,127.0916167,37.5584095,127.0915993,44.84992842,6m미만,소로,광진구,1.1584663391113317,1.47961373542479,"77.27875169302897 ,134.86827105333995 ,135.84470087662478 ,161.74825633957502 ,140.49976304630349",130.04794860177444,4.764725924000016,1.6844063000000158,-3.045449775999981,-5.663653095999996,-4.8720396639999874,-2.939035419999968,-1.678508,중곡4동,571703.5397563636,77.27875169302897,161.74825633957502,0.0022311553
5641,광나루로16길,0,주거지 도로,37.5462294,127.0688389,37.5468851,127.0692003,37.54655725,127.0690196,79.56838515,6m미만,소로,광진구,0.0634164810180593,0.045665135348056,"94.3090153097195 ,195.18693362989643 ,202.1929418591997 ,284.7764662326036 ,253.31952304839405",205.95697601596265,5.535831236000036,1.6946603600000192,-4.844011899999993,-1.9446764349999768,-6.799119339999976,-1.578663459999973,-1.322663,화양동,933033.0985672728,94.3090153097195,284.7764662326036,0.002214071
5648,광나루로16길,0,주거지 도로,37.5468851,127.0692003,37.5462294,127.0688389,37.54655725,127.0690196,79.56838515,6m미만,소로,광진구,0.0634164810180593,0.045665135348056,"94.3090153097195 ,195.18693362989643 ,202.1929418591997 ,284.7764662326036 ,253.31952304839405",205.95697601596265,5.535831236000036,1.6946603600000192,-4.844011899999993,-1.9446764349999768,-6.799119339999976,-1.578663459999973,-1.322663,화양동,933033.0985672728,94.3090153097195,284.7764662326036,0.002214071
3271,자양번영로3길,0,주거지 도로,37.5325102,127.073477,37.5322078,127.0736864,37.532359,127.0735817,38.80039995,6m미만,소로,광진구,0.1300745010375994,0.1942752339882145,"50.86067074449897 ,78.64510758994938 ,86.77193621223972 ,91.80703743247594 ,157.2165932268365",93.0602690412001,5.043636356000024,1.5841443800000263,-3.281976759999975,-0.9365314359999728,-6.820481964999971,-1.996801239999992,-1.068002,자양3동,619954.473070909,50.86067074449897,157.2165932268365,0.0022120685
3249,자양번영로3길,0,주거지 도로,37.5322078,127.0736864,37.5325102,127.073477,37.532359,127.0735817,38.80039995,6m미만,소로,광진구,0.1300745010375994,0.1942752339882145,"50.86067074449897 ,78.64510758994938 ,86.77193621223972 ,91.80703743247594 ,157.2165932268365",93.0602690412001,5.043636356000024,1.5841443800000263,-3.281976759999975,-0.9365314359999728,-6.820481964999971,-1.996801239999992,-1.068002,자양3동,619954.473070909,50.86067074449897,157.2165932268365,0.0022120685
5802,광나루로15길,0,주거지 도로,37.5480929,127.0695308,37.548186,127.0695386,37.54813945,127.0695347,10.37507568,6m미만,소로,광진구,0.0207443237304705,0.1145593854595762,"106.63041637030378 ,247.41397170439555 ,252.85381284061125 ,361.1482308853368 ,306.34734515421314",254.8787553909721,3.9273110240000166,0.2995385300000161,-5.90633251599998,-2.39329155999998,-8.459422554999982,-3.4984513599999807,-2.671775,군자동,582292.51772,106.63041637030378,361.1482308853368,0.0022077123
2416,광나루로15길,0,주거지 도로,37.548186,127.0695386,37.5480929,127.0695308,37.54813945,127.0695347,10.37507568,6m미만,소로,광진구,0.0207443237304705,0.1145593854595762,"106.63041637030378 ,247.41397170439555 ,252.85381284061125 ,361.1482308853368 ,306.34734515421314",254.8787553909721,3.9273110240000166,0.2995385300000161,-5.90633251599998,-2.39329155999998,-8.459422554999982,-3.4984513599999807,-2.671775,군자동,582292.51772,106.63041637030378,361.1482308853368,0.0022077123
1460,뚝섬로57가길,0,주거지 도로,37.5321329,127.0812772,37.5323121,127.0806503,37.5322225,127.0809637,58.76103465,6m미만,소로,광진구,1.1525745391845703,1.1236916319941592,"95.42849520186492 ,187.5906206625249 ,207.59972961871455 ,213.78567719933437 ,231.2977553899943",187.1404556144866,4.681326236000007,1.5015422300000314,-3.70854565599999,-2.4226865319999886,-4.128962115999991,-3.440914689999976,-1.25304,자양1동,598211.9410745455,95.42849520186492,231.2977553899943,0.0022073942
3326,뚝섬로57가길,0,주거지 도로,37.5323121,127.0806503,37.5321329,127.0812772,37.5322225,127.0809637,58.76103465,6m미만,소로,광진구,1.1525745391845703,1.1236916319941592,"95.42849520186492 ,187.5906206625249 ,207.59972961871455 ,213.78567719933437 ,231.2977553899943",187.1404556144866,4.681326236000007,1.5015422300000314,-3.70854565599999,-2.4226865319999886,-4.128962115999991,-3.440914689999976,-1.25304,자양1동,598211.9410745455,95.42849520186492,231.2977553899943,0.0022073942
4811,뚝섬로23길,0,주거지 도로,37.5372857,127.066011,37.5371994,127.0654051,37.53724255,127.065708,54.3388415,6m미만,소로,광진구,0.142807006835941,0.1507439556744305,"144.493414550647 ,172.38971266693432 ,183.7546905397873 ,244.26965622857324 ,215.19075027200844",192.01964485159004,5.595304784000018,1.8746760800000195,-3.512351307999984,-1.019247519999979,-6.161658609999982,-2.1785259699999764,-0.9003,자양4동,627107.2152381819,144.493414550647,244.26965622857324,0.0022048212
4821,뚝섬로23길,0,주거지 도로,37.5371994,127.0654051,37.5372857,127.066011,37.53724255,127.065708,54.3388415,6m미만,소로,광진구,0.142807006835941,0.1507439556744305,"144.493414550647 ,172.38971266693432 ,183.7546905397873 ,244.26965622857324 ,215.19075027200844",192.01964485159004,5.595304784000018,1.8746760800000195,-3.512351307999984,-1.019247519999979,-6.161658609999982,-2.1785259699999764,-0.9003,자양4동,627107.2152381819,144.493414550647,244.26965622857324,0.0022048212
5326,자양로51길,0,주거지 도로,37.5547281,127.0913282,37.5540112,127.0923149,37.55436965,127.0918216,117.9837778,6m미만,소로,광진구,2.6784400939941406,1.3004938241507862,"54.58056732402935 ,125.39767061267094 ,151.034738002963 ,151.034738002963 ,151.034738002963",126.61649038911784,4.712088416000029,1.127838710000011,-2.8061883759999886,-4.720963179999979,-4.725748407999982,-2.4736150299999813,-1.481098,중곡4동,571703.5397563636,54.58056732402935,151.034738002963,0.0022034969
5338,자양로51길,0,주거지 도로,37.5540112,127.0923149,37.5547281,127.0913282,37.55436965,127.0918216,117.9837778,6m미만,소로,광진구,2.6784400939941406,1.3004938241507862,"54.58056732402935 ,125.39767061267094 ,151.034738002963 ,151.034738002963 ,151.034738002963",126.61649038911784,4.712088416000029,1.127838710000011,-2.8061883759999886,-4.720963179999979,-4.725748407999982,-2.4736150299999813,-1.481098,중곡4동,571703.5397563636,54.58056732402935,151.034738002963,0.0022034969
6047,면목로5길,0,주거지 도로,37.5565759,127.0749034,37.5565786,127.0747727,37.55657725,127.074838,11.5251299,6m미만,소로,광진구,0.0193252563476598,0.0960732037931523,"137.13882841880542 ,177.27014689740847 ,259.11940639255766 ,222.9363664653579 ,291.8120589253171",217.6553614198893,5.083285388000024,2.0142452300000198,-4.109137599999974,-1.5832208199999798,-7.035817224999974,-2.736232899999985,-1.39448,군자동,582292.51772,137.13882841880542,291.8120589253171,0.00220038
6103,면목로5길,0,주거지 도로,37.5565786,127.0747727,37.5565759,127.0749034,37.55657725,127.074838,11.5251299,6m미만,소로,광진구,0.0193252563476598,0.0960732037931523,"137.13882841880542 ,177.27014689740847 ,259.11940639255766 ,222.9363664653579 ,291.8120589253171",217.6553614198893,5.083285388000024,2.0142452300000198,-4.109137599999974,-1.5832208199999798,-7.035817224999974,-2.736232899999985,-1.39448,군자동,582292.51772,137.13882841880542,291.8120589253171,0.00220038
4246,군자로,0,주거지 도로,37.5456691,127.0706616,37.5465677,127.0701674,37.5461184,127.0704145,109.4182878,6m미만,소로,광진구,1.434942245483402,0.7541919839834239,"210.30013319713828 ,208.24543610414338 ,230.76640778891743 ,341.8993489779041 ,452.15439584785514",288.6731443831917,6.172266560000014,2.1464086700000187,-4.301913927999965,-2.074561194999987,-6.369303324999969,-1.1519806299999875,-0.929847,화양동,933033.0985672728,208.24543610414332,452.1543958478552,0.0021989995
4248,군자로,0,주거지 도로,37.5465677,127.0701674,37.5456691,127.0706616,37.5461184,127.0704145,109.4182878,6m미만,소로,광진구,1.434942245483402,0.7541919839834239,"210.30013319713828 ,208.24543610414338 ,230.76640778891743 ,341.8993489779041 ,452.15439584785514",288.6731443831917,6.172266560000014,2.1464086700000187,-4.301913927999965,-2.074561194999987,-6.369303324999969,-1.1519806299999875,-0.929847,화양동,933033.0985672728,208.24543610414332,452.1543958478552,0.0021989995
1720,뚝섬로40길,0,주거지 도로,37.5315368,127.0719246,37.5323529,127.0723978,37.53194485,127.0721612,100.0415792,6m미만,소로,광진구,0.2580089569091797,0.1480059400992121,"100.97156406514274 ,154.16945941703673 ,154.71359645665 ,156.2561820319395 ,180.05747655289514",149.23365570473285,4.933576112000014,1.32494453000002,-2.923084659999978,-1.4403475839999829,-6.911913999999982,-2.4189267099999845,-1.239292,자양3동,619954.473070909,100.97156406514274,180.05747655289514,0.0021963564
1679,뚝섬로40길,0,주거지 도로,37.5323529,127.0723978,37.5315368,127.0719246,37.53194485,127.0721612,100.0415792,6m미만,소로,광진구,0.2580089569091797,0.1480059400992121,"100.97156406514274 ,154.16945941703673 ,154.71359645665 ,156.2561820319395 ,180.05747655289514",149.23365570473285,4.933576112000014,1.32494453000002,-2.923084659999978,-1.4403475839999829,-6.911913999999982,-2.4189267099999845,-1.239292,자양3동,619954.473070909,100.97156406514274,180.05747655289514,0.0021963564
4589,군자로12길,0,주거지 도로,37.5520772,127.0713239,37.5510272,127.0719112,37.5515522,127.0716175,166.4685587,6m미만,소로,광진구,0.4580030441284197,0.2054626529043094,"50.51275738327809 ,50.51275738327809 ,50.51275738327809 ,50.51275738327809 ,78.13236220322206",56.036678347266886,4.835820740000008,1.6889636600000226,-5.012862087999975,-3.0119531799999777,-7.228080849999984,-2.787503199999975,-1.919269,군자동,582292.51772,50.51275738327809,78.13236220322206,0.002192535
4594,군자로12길,0,주거지 도로,37.5510272,127.0719112,37.5520772,127.0713239,37.5515522,127.0716175,166.4685587,6m미만,소로,광진구,0.4580030441284197,0.2054626529043094,"50.51275738327809 ,50.51275738327809 ,50.51275738327809 ,50.51275738327809 ,78.13236220322206",56.036678347266886,4.835820740000008,1.6889636600000226,-5.012862087999975,-3.0119531799999777,-7.228080849999984,-2.787503199999975,-1.919269,군자동,582292.51772,50.51275738327809,78.13236220322206,0.002192535
2505,뚝섬로24길,0,주거지 도로,37.5354638,127.0633499,37.5358633,127.0635152,37.53566355,127.0634326,46.75699929,6m미만,소로,광진구,0.1487646102905291,0.1823127204587282,"26.818802523219613 ,163.0246398714113 ,144.05800791280367 ,198.47442524337006 ,186.4121966585065",143.75761444186224,5.57479666400003,1.5106569500000262,-2.67493640799998,-0.9825038049999648,-6.113806329999974,-2.928211689999974,-0.935667,자양4동,627107.2152381819,26.818802523219613,198.4744252433701,0.0021910227
4863,뚝섬로24길,0,주거지 도로,37.5358633,127.0635152,37.5354638,127.0633499,37.53566355,127.0634326,46.75699929,6m미만,소로,광진구,0.1487646102905291,0.1823127204587282,"26.818802523219613 ,163.0246398714113 ,144.05800791280367 ,198.47442524337006 ,186.4121966585065",143.75761444186224,5.57479666400003,1.5106569500000262,-2.67493640799998,-0.9825038049999648,-6.113806329999974,-2.928211689999974,-0.935667,자양4동,627107.2152381819,26.818802523219613,198.4744252433701,0.0021910227
5880,동일로36길,0,주거지 도로,37.5509599,127.0694572,37.5509298,127.0695466,37.55094485,127.0695019,8.562463009,6m미만,소로,광진구,0.1473312377929705,0.9857720954033696,"62.21737821106853 ,132.3568467205648 ,131.8900878191465 ,205.65798253864708 ,175.54174900818077",141.53280885952154,4.974592352000025,1.0361218400000307,-5.111301063999963,-2.532575874999978,-7.208427234999974,-2.629134939999991,-1.911787,군자동,582292.51772,62.21737821106853,205.65798253864708,0.0021893366
5887,동일로36길,0,주거지 도로,37.5509298,127.0695466,37.5509599,127.0694572,37.55094485,127.0695019,8.562463009,6m미만,소로,광진구,0.1473312377929705,0.9857720954033696,"62.21737821106853 ,132.3568467205648 ,131.8900878191465 ,205.65798253864708 ,175.54174900818077",141.53280885952154,4.974592352000025,1.0361218400000307,-5.111301063999963,-2.532575874999978,-7.208427234999974,-2.629134939999991,-1.911787,군자동,582292.51772,62.21737821106853,205.65798253864708,0.0021893366
